It makes sense that’s he’s gotten better at fighting in each one. First movie is him fresh coming back out of retirement for years. Subsequent two are him having dusted off the kinks gradually lol,amusement,positive
The car thing is actually a strategic choice! When you know you're about to get hit by a car, but you don't have time to get out of the way, your best chance of survival is to jump onto the hood! In the Brad Pitt clip, he doesn't move, and his legs are clearly broken horribly. But, John (who was very well trained) knew this, and turned to the side and did a little jump on to the hoods of the cars to avoid injury.,neutral,negative
We need a movie with Tom Cruise and Keanu Reeves together 🙂 that would be the one to watch,desire,positive
The throat slash plus headshot combo platter 😂😂😂😂,amusement,neutral
"In John Wick 3, he'll kill so many people for such vague reasons..."

He's killing them because they're trying to kill him for the bounty placed on his head at the end of 2.,neutral,negative
The blatant overkill had me in tears😂😂😂,sadness,negative
The fact that this isn't demonetized yet is amazing,admiration,positive
This has to be my favorite honest trailer in awhile.,admiration,positive
I absolutely loved that you guys used the music from Carmen in that headshots montage!!! that was awesome.,admiration,positive
"Join this legendary assassin, whose name is still a laxative for criminals"...that was funny!😂,amusement,negative
Poorpheus

"You see rats with wings but i see the Internet"

I lost it,sadness,negative
Give me goose bumps with the line: " For I Am God's Mighty Angel....For I Am Eternal ! ",excitement,positive
The editor who censored all those headshots. Bravo! 👏🏻,admiration,positive
Okay, now I want to see a Tom Cruise vs Keanu Reeves action movie.,desire,neutral
That Meet Joe Black scene took some gasps from the theater audience,neutral,positive
I laugh so hard at the John Wikipedia part 🤣,amusement,positive
The fact Keanu Reeves and Halle Berry are in their 50's but somehow still look good.,admiration,positive
My only complain with this (for now) trilogy is why did John cut his finger for The Boss or whatever if he was just going to betray him so fast,neutral,negative
The underwater headshot voice made me chuckle😂,amusement,positive
The horse kicking scene was just too much. 😂,amusement,positive
Honestly the best honest trailer EVER,admiration,positive
I was in the theater and laughed so hard when brad pit got hit by those cars that the lady next to me got mad at me.,amusement,negative
When "Meet Joe Black" was in theaters, my friends would let me sneak into several showings for that Brad Pitt death scene, and there was ALWAYS that ONE person that would bust out laughing like I did. Good times.,joy,positive
@2:44  while I *DID* appreciate the attention to detail of the missing finger 😳for the rest of the movie: I find it hard to believe that John Wick has lived the life he's lived (EVEN just the parts we've seen onscreen) and still had all ten fingers up to that point.,admiration,positive
John Wick's one weakness is cars. I love how each sequel he gets hit by more cars.,love,negative
Keanu reeves is the Wickerman. Way funnier than it should be,amusement,positive
This was incredible. Thank you.,gratitude,positive
And the Movie Award for the best looking and probably most headshots go to the john wick trilogy 👏🏽👏🏽👏🏽,admiration,positive
Adding the muffled underwater effect for the underwater headshot was clever and unexpected.,surprise,positive
LMMMFAOO “The blatant overkill” was my favorite! These Honest Trailers keep getting better,love,positive
That Meet Joe Black scene was so funny 🤣🤣🤣,amusement,positive
I thought the Underwater Headshot was funny enough, but the John Wickipedia beat it for a long shot 🤣,amusement,negative
The moment when John wick says yeah in the end of chapter 3 he looked and sounded so terrifying that it was more scarer than most horror movies,fear,negative
Hates humanity, but loves animals...
Never realized why I love this movie so much until I heard it put that way.,love,positive
To the producers of Mortal Kombat, take note. This is how good action choreography is done.,admiration,positive
Well the cars weren't going that fast when they hit him.... Now the fall from the building at the end of wick 3 was superhuman🤣🤣,neutral,positive
This is so good, I love it! :D,love,positive
“The underwater headshot”
“John wickepedia”😂😂😂😂,neutral,neutral
Even in the trolls, John Wick looks badass,admiration,positive
Those Headshot Types still make me roll the Floor laughing :D,amusement,positive
chapter 3 has the least vague reasons of all, not to get murdered.,neutral,negative
The head shot parade man you nailed it 🤣🤣🤣🤣🤣🤣,admiration,positive
the starring headshots part is so amazing!!😂😂,admiration,positive
Would love to see a honest trailer for the criminally under rated Shoot 'em up.,desire,negative
I’m so glad he voiced the “car’s extended warranty” bit. My life’s complete.,joy,positive
You did it! This is the new best Honest Trailer!,admiration,positive
the whole series was worth it for that awesome shot of John Wick riding around NYC on a black stallion.,admiration,positive
Would love to see a Tom and Keanu crossover,desire,positive
Beautifully  done.,admiration,positive
The headshot buffet was a killer keep up the good work :),admiration,positive
The Under Water headshot, had me laughing!!,amusement,positive
The “John Wikipedia” is by far the best name for a headshot. 😂😂😂,admiration,positive
"Even the Homeless are a highly trained network of Super Spies" 

So That's why homeless people are always giving us creepy stares,neutral,negative
1:09 I love the side-by-side comparison.,love,positive
That Hot Rod reference was perfect!!,admiration,positive
Ohh
I can't stop laughing after the Headshot Sequence
Its amazing, how can you make something like that,amusement,positive
The list of headshots 🤣 can't decide which one made me laugh the most haha,amusement,positive
OMG that was one of the funniest HT's ever! The headshot montage sold it.,amusement,positive
“And I killed sparky too!”
(John wick shows up!)
Also “John Wick-ipedia” 😆,neutral,positive
LOREM IPSUM at the end really got me. Best Honest Trailer ever!!!,admiration,positive
Yup, that headshot compilation was genius 😂💯,admiration,positive
6:01 The underwater voice was a nice touch.,admiration,positive
Swear to god, these videos keep getting better,admiration,positive
My moneys on Keanu.  His stunts are a lot less risky than Cruise’s.  The most Keanu had to do was some stunt driving, coordinated fight scenes, and rolling down the stairs.,neutral,negative
You gotta do an Honest Trailer for Falcon and the Winter Soldier.,neutral,neutral
5:07 oh you didn't just take that shot. You just made John Wick look like a trained puppy with that savagery.,neutral,negative
...blowing bubbles "rhe ruunderrwwaaterr rheadshhot"

Lorem Ipsum also got me 🤣,neutral,positive
The underwater headshot voice was hilarious!,amusement,positive
The scary part is I actually think he can shoot like that for real..,fear,negative
tbf about the car thing. Even getting hit by a slower car can be damaging. It's why stuntmen tend to want to take the impact in a certain way. So it wouldn't be surprising if trained assassins took the same trick so they could minimize their injuries too.,neutral,negative
Strange: Is that all the headshots?
Wick: You wanted more?!,curiosity,neutral
ok, this one was good..... after a really long time, this one was really good..... especially the "starring" sequence..... underwater headshot and lift the lid headshot are my fav......,admiration,positive
Man he really finds a way to make a movie look like ish🤣,neutral,positive
I loved that Iron Chef America reference.,love,positive
The head shots part was so funny!,amusement,positive
"Poorphius"  , that was a good one....,admiration,positive
Please do an Honest Trailer for The Falcon and The Winter Soldier,neutral,neutral
Love how you muffled "underwater headshot" 🤣,love,positive
Thank you so much for the Hot Rod reference. Love it.,gratitude,positive
Say what you want, John Wick was the most badass movie in a long time.,admiration,positive
this is one of the best ones you've ever done,admiration,positive
The 2 Raid guys letting him get up drove me crazy.,excitement,negative
I think he literally went through every single head shot in all the movies lmao,amusement,neutral
The entire headshots starring had me LMAO,amusement,neutral
I still remember laughing in the theater when Brad Pitt got tag teamed by traffic.,amusement,negative
The Hot Rod reference gave me all of the feels,neutral,positive
I'm not sure what's powering Tom cruise, but I'm certain it will keep him going for years to come,optimism,positive
The Joe Black reference had me crying,sadness,negative
"The John Wickipedia",neutral,neutral
Keanu Reeves is a man of focus, commitment and sheer fucking will!,admiration,positive
A Hot Rod reference for Ian McShane?! Well played sir! Now do a Hot Rod honest trailer!,admiration,positive
best honest trailer script/episode ever!!
so many headshots explained XD,admiration,positive
You're not wrong but that headshot montage made me want to watch them again,desire,positive
3:06 - My son asked me what I was laughing out loud about.  So I showed him; great family bonding moment.  😄,amusement,positive
Calling Mark Dacascos, "Allez Cuisine!" was the completion my life needed right now.
Thank you!,gratitude,positive
Remember when screen junkies was more than just honest trailers.....good times,joy,positive
He didn't kill people in 3 for vague reasons, he killed them because they were trying to kill him. He would have been fine just going home with his new dog if they hadn't put a contract out on him.,neutral,negative
"Giving him some kind of immunity to being hit by cars" 😂😂,approval,neutral
I forgot how violent this is until I watched all the headshots in sequence,realization,negative
I laughed way too hard while watching this and foolishly trying to drink coffee. LOLOLOLOLOLOLOL,amusement,positive
A universe that doesn't make sense.
Comic book universes: sweats intensely,annoyance,negative
Assassins not sneaking or snaking him is all about respect for their art and trade.,neutral,neutral
John Wick’s motivations for killing everyone haven’t changed just because it’s a new movie. Very little time has passed in these 3 movies. He’s still pissed about his dog.,neutral,negative
Haha the "Lorem Ipsum" at the end made my day :D,amusement,positive
I love the muffled underwater headshot.,love,positive
Now I want Tom Cruise in John Wick 4,desire,neutral
The crossover I'm waiting for is John Wick vs. the people who've been trying to reach me about my car's extended warranty.,neutral,neutral
The starring headshots list might be the funniest thing I've seen in these videos yet.,amusement,positive
Keanu is practical close combat master....cruise is a practical big stunt master,neutral,neutral
Best part about this honest trailer was "We've been trying to reach you about your car's extended warranty",admiration,positive
I say we all need a Wick-verse!,neutral,neutral
the headshot part got me in tears...hahaha,amusement,positive
usually honest trailers keeps me from seeing a movie i didn't want to watch anyway.
but this one makes me want to re-watch what i've already seen multiple times.
john wick is a badass.,admiration,positive
By far the BEST honest trailer,admiration,positive
I fully expected storm puns for John wick 3.,neutral,neutral
Not even the Vehicular Double Tap can kill Keanu, hes that awesome. Sorry Brad lol,amusement,negative
I love this one!... Pls do one for vikings!!!,love,positive
I dare you say. "Screen Junkies is nothing without the epic voice guy. Man, I should get a raise or else.",neutral,positive
I laughed at 'Dogwoman' way more than I probably should have.,amusement,positive
'Lorem Ipsum' had me on the floor.,neutral,negative
Ok... I have to say: Your BEST WORK EVER!!! And the "John Wikipedia" tops it all!!,admiration,positive
you should do the original 70s Lone Wolf and Cub movies.... at this point it's become influence of half of pop culture. Music from Shogun Assassin would be fun.,joy,positive
Damn they hit him with those cars like i hit npcs in Saint's Row 🤣,neutral,negative
The hot rod joke was gold,amusement,positive
In John WIck 3 he'll kill so many people for such vague reasons ... What?! The dude was trying to survive an assassin mob LOL,amusement,negative
My favorite Honest Trailer of all time! Starring Headshots!!!,admiration,positive
I feel like John Wich is a genre now and Nobody is the first entry to that genre,neutral,neutral
0:48 So basically like Doomguy. At first it was about the bunny and then he got addicted to RIPing AND TEARing.,neutral,negative
You forgot the "Just lay there for a second because I have to reload" headshot!,neutral,negative
The honest trailer for John Wick 4 is going to be off the chain,neutral,negative
The John Wickipedia is a really good one lmao,admiration,positive
Just a thought....... don't? 😂🤣🤣😂🤣🤣😂
I had this exact reaction every time an assassin came out and either talked with or challenged Wick before trying to kill him.,approval,negative
2:08 - 2:17 what an honest trailer really looks like,neutral,positive
i cant even, best honest trailer ever!!! head shots for days,admiration,positive
I enjoyed the first one a lot. 
This Honest Trailer though reminds me why I found the next two so over-the-top ludicrous to the point I could no longer suspend my disbelief and enjoy them. I had to be dragged to see Parabellum. That movie was a caricature of good action movies.,joy,positive
when your movies are so good you need to put two movies together to even have enough material to make fun of it,amusement,positive
My favorite teleporting John Wick moment is at the start of JW3 when he somehow runs the 4 miles from Central Park to Chinatown in under 5 minutes.,joy,positive
And the academy award winner for Best Picture is... Nomadland, which I think deserves its very own Honest Trailer,admiration,positive
I wish the headshot lists are actually on a menu for a themed restaurant,desire,neutral
I like how you did the Beetlejuice comment word for word lol,amusement,positive
that underwater & wickipedia parts killed me 🤣,disappointment,negative
You had me in “underwater headshot”,neutral,negative
Simply one of the funniest Honest Trailers I've ever watched,amusement,positive
I don’t know why, but I think that Boban Marjanović would make a really good Bizzaro in a DC movie.,confusion,positive
The third film was so over the top with fighting scenes I was laughing all through the film.,amusement,positive
Love the headshot part haha,love,positive
To be fair, in 3 he's killing everyone because everyone is trying to kill him.,neutral,negative
Best Honest Trailer ever.,admiration,positive
All true, but I admire any action film where the characters RE-LOAD their guns constantly.,admiration,positive
John Wick is just one of the training programs Neo took,neutral,neutral
You actually left out the best part of MJB, the part in the crash when his tooth actually jumps out.,neutral,negative
"John Wick Chapter 2 & John Wick 3 Lorem Ipsum" 😂😂😂 good one,admiration,positive
Best honest trailer yet.,admiration,positive
My wife asked if the John Wick movie that I was watching was another level of the Matrix..........now I think she is on to something!,neutral,neutral
I lost it at " POORPHEUS". It's so true lol.,amusement,positive
Keanu Reeves still badass,neutral,positive
This. This is perfection.... The fucking Headshots list?! Amazing. *Standing Ovation*,admiration,positive
3:00 Except.the book, because THE BOOK IS ON THE TABLE.
Só os BR vão entender a referência.,neutral,neutral
Rejoin this legendary assassin whose name is still a laxative for criminals.

Best line yet!!!,admiration,negative
Loved "The John Wickipedia" line. Lol,amusement,positive
Assassin Group Chat: You just left the chat.
Every assassin: Excuse me? 
You: Gets killed for leaving group chat.,neutral,negative
To be fair, this is the ultimate movie for gun enthusiast.,admiration,positive
That scene when John wick touch the stairs and saved himself from being shoot, I thought it was really cool back then. But now that this guy pointed out how it looked like they're playing a game, I laugh so hard hahahaha lol.

What kind of brain would you need to see all these funny moments when they seem cool at first sight?,amusement,positive
Bloody good movies with bloody good camera work,admiration,positive
In Chapter 4, John Wick will take out the whole Table with one arm, no eyes and being tied to a wheelchair.
Gotta love how all his injuries add up in every movie haha.,amusement,positive
I am so ready for the FALCON AND THE WINTER SOLDIER honest trailer,excitement,positive
*That Underwater headshot* 🤣,neutral,positive
Thank you for recognizing the cinematic achievement that is Hot Rod,gratitude,positive
“John Wick Chapter 2 and 3: Loren Ipsum”.
I loved that.,love,positive
6:11 - the John Wickipedia - I almost died on that one 🤣🤣🤣🤣🤣🤣,sadness,positive
This is what I'm suggesting. perhaps one day could probably do an honest trailers video about every movie directed by either Taika Waititi, Jared Hess, the Coen brothers or the Farrelly brothers.,neutral,neutral
they really need to put Keanu Reeve and Tom Curise together in the same movie before they retire,neutral,negative
And yet I will still go in 10 years to see John Wick 7 or 8 whichever it will be, and so will you.,optimism,positive
That headshot montage was glorious,admiration,positive
holy headshot batman! those headshot names got me laughing like haven't laughed in a long long while.😂😜😂,amusement,positive
The head shot part omg hahahah the “john wickipedia head shot” hahahah omggg love this,amusement,positive
The Mercy headshot killed me LMFAO!,amusement,positive
Love these movies.,love,positive
Damn, John Wick sounds like a serial killer at this point lol all these head shots. I told myself "he just doesn't want to miss" lol,amusement,negative
These kills made want to rewatch the movies.,desire,positive
saw both of them on cinema

would do it all again if i could,neutral,positive
John Wick is an alternate reality version of Neo that stayed in the Matrix..,neutral,neutral
This video reminds me why I only really love the first film in this franchise.,love,positive
Man, I can't wait for the John Wick 4 honest trailer.,excitement,positive
“Straight making him teleport sometimes “ shows John wick dissapear and the Asian guy look shitless LMFAO i almost just died on my strawberry kiwi cool-aid jammer,amusement,negative
Hilarious funny of all the different headshots in the John wick movies 😂,amusement,positive
Couldn’t stop laughing at the, also staring headshots section,amusement,positive
So he very understandibly killed everyone 

Me: I get it,neutral,negative
LOL That headshot montage was fantastic!!! XD,amusement,positive
Joker: makes pencil disappear
John Wick: makes men disappear,neutral,neutral
"We've been trying to reach you about your car's extended warranty."  Nearly took me out!!! Hilarious!!!  Next time that robo call gets through, I'm going to think on your voice over! :-),amusement,positive
"I Used to Love H.I.M." Let me find out screenjunkies has some 90's hip hop heads lol,amusement,neutral
I love the Wick movies, but seriously, one headshot is enough to move on to the next henchman.,love,positive
He teleported because he still had some matrix powers.,neutral,neutral
It's a good thing Thanos didn't see John Wick before invading Earth in Avengers Endgame or he would have had his troops give everyone head shots when they started taking of their helmets to show who they were before the big fight.,neutral,negative
The mercy kill headshot 🤣🤣🤣🤣,neutral,positive
We NEED a "The Falcon and the Winter Soldier" honest trailer,desire,neutral
Anything with Tom will get a laugh out of me!,amusement,positive
Underwater headshot was a nice touch😂,admiration,positive
The ending of John wick 2 just made me yell out. So wait everyone is an assassin?,curiosity,negative
Whelp, you don't have to tell John Wick he should've aimed for the head.,neutral,neutral
That headshot montage...*chef's kiss*,neutral,positive
Man, I left a pitch meeting for this one,neutral,negative
This was amazing.. the collection of headshots ....,admiration,positive
Yes! Finally! I've been waiting for this!,excitement,positive
See this is what happens if Ted didn't pass his history exam.,neutral,negative
Is it OK that I'm laughing so hard at the head-shot montage, I've peed my pants?,amusement,negative
The headshot ending is gold,neutral,positive
The John Wikipedia is my favourite moment in John wick 3,love,positive
Mahn...Toms laugh was hilarious,amusement,positive
I'm still waiting for John Wick to be part of the Fast and Furious franchise.,desire,neutral
The trained assassins approach Wick from the front cause they've seen what happens to those that try to sneak up on him. He at least has some mercy on those that try taking him on face on,neutral,negative
Mission Impossible and John Wick are so many miles above any other action franchise.,neutral,positive
Keanu learned a few tricks from his Matrix movies how not to get killed by a fast car head on!! Roll with it and you will be fine.,neutral,neutral
You can’t deny tho..  HES PRETTY BADASS. Even for being older.  He’s still one of my fave actors. 👌🏼,admiration,positive
OMG! That Meet Joe Black comment about that being the only good scene is a 1000% accurate statement. That movie was dreadful, except for that one scene.,fear,negative
Imma just be standing here awaiting the Falcon and the Winter Soldier honest trailer...,neutral,neutral
Wickipedia got me 😂😂😂,amusement,positive
